Move,game_id,next_move,result,a1,b1,c1,d1,e1,f1,g1,h1,a2,b2,c2,d2,e2,f2,g2,h2,a3,b3,c3,d3,e3,f3,g3,h3,a4,b4,c4,d4,e4,f4,g4,h4,a5,b5,c5,d5,e5,f5,g5,h5,a6,b6,c6,d6,e6,f6,g6,h6,a7,b7,c7,d7,e7,f7,g7,h7,a8,b8,c8,d8,e8,f8,g8,h8
116,3271,g5g6,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,-3,-1,0,0,0,-1,0,0,0,0,0,0,0,-10,0
117,3271,a7a5,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,-1,-3,-1,0,0,0,-1,0,0,0,0,0,0,0,-10,0
118,3271,d4c4,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,-3,-1,0,0,0,-1,0,0,0,0,0,0,0,-10,0
119,3271,c7c6,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,-3,-1,0,0,0,-1,0,0,0,0,0,0,0,-10,0
120,3271,c4b3,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,-3,0,0,0,0,-1,0,0,0,0,0,0,0,-10,0
121,3271,d6d5,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,-3,0,0,0,0,-1,0,0,0,0,0,0,0,-10,0
60,3308,d1f1,1-0,5,10,3,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-9,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,-5,0,0,-1,0,-1,0,0,0,0,-10,-3,0,0,0,0,0,0,0,0,-5
61,3308,f7g8,1-0,5,10,3,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-9,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,-5,0,0,-1,0,-1,0,0,0,0,-10,-3,0,0,0,0,0,0,0,0,-5
62,3308,h1f3,1-0,5,10,3,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-9,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,-5,0,0,-1,0,-1,0,0,0,0,0,-3,0,0,0,0,0,0,0,-10,-5
27,3615,f7f6,0-1,5,0,0,0,0,0,10,5,0,0,0,0,0,1,0,1,1,0,1,0,0,3,1,0,-1,0,-1,1,1,0,0,0,0,-1,0,0,3,0,3,0,0,0,-1,0,-1,0,0,0,0,-3,0,0,0,-1,-1,-1,-5,-3,0,0,-10,-3,0,-5
72,3620,d6f7,1-0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,1,0,0,0,3,0,1,0,0,0,0,1,0,0,-1,0,0,1,0,0,1,-1,0,0,-9,-1,0,0,3,0,-3,5,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-5,-10,0
73,3620,f8f7,1-0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,1,0,0,0,3,0,1,0,0,0,0,1,0,0,-1,0,0,1,0,0,1,-1,0,0,-9,-1,0,0,0,0,-3,5,0,0,-1,0,0,0,3,-1,0,0,0,0,0,0,-5,-10,0
74,3620,d3e4,1-0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,1,0,0,0,3,0,1,0,0,0,0,1,0,0,-1,0,0,1,0,0,1,-1,0,0,-9,-1,0,0,0,0,-3,5,0,0,-1,0,0,0,-5,-1,0,0,0,0,0,0,0,-10,0
85,3705,f5f4,1-0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,1,10,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-1,0,0,0,0,9,-1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-5,-10
86,3705,e5f4,1-0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,1,10,0,0,1,0,0,0,0,1,0,1,0,1,0,-1,0,-1,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-5,-10
87,3705,d2e1,1-0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,1,10,0,0,1,0,0,0,0,1,0,1,0,1,0,9,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-5,-10
88,3705,d6e5,1-0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,1,0,1,0,1,0,9,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-5,-10
101,3853,g2f2,0-1,0,0,0,0,0,10,0,0,0,0,0,0,0,3,-5,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
102,3853,f1f2,0-1,0,0,0,0,0,10,0,0,0,0,0,0,0,-5,0,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
103,3853,h2h1q,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
104,3853,f2e3,0-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
105,3853,h1d5,0-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
63,3901,d2g2,0-1,5,0,10,0,0,0,0,0,1,0,0,-5,0,0,1,0,0,0,0,-3,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-10,-5
64,3901,h4d4,0-1,5,0,10,0,0,0,0,0,1,0,0,0,0,0,-5,0,0,0,0,-3,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-10,-5
