Move,game_id,next_move,result,a1,b1,c1,d1,e1,f1,g1,h1,a2,b2,c2,d2,e2,f2,g2,h2,a3,b3,c3,d3,e3,f3,g3,h3,a4,b4,c4,d4,e4,f4,g4,h4,a5,b5,c5,d5,e5,f5,g5,h5,a6,b6,c6,d6,e6,f6,g6,h6,a7,b7,c7,d7,e7,f7,g7,h7,a8,b8,c8,d8,e8,f8,g8,h8
84,22278,f6d4,0-1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,1,0,0,0,10,0,0,0,-1,0,1,-3,0,0,0,0,0,-1,-1,0,0,-3,1,0,0,0,0,0,-10,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
85,22278,c5d4,0-1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,1,0,0,0,10,0,0,0,-1,0,1,3,0,0,0,0,0,-1,-1,0,0,-3,1,0,0,0,0,0,-10,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
86,22278,e3d4,0-1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,1,0,0,0,10,0,0,0,-1,0,1,-1,0,0,0,0,0,-1,0,0,0,-3,1,0,0,0,0,0,-10,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
87,22278,b5c4,0-1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,-1,0,1,10,0,0,0,0,0,-1,0,0,0,-3,1,0,0,0,0,0,-10,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
104,22361,g4g7,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,-5
105,22361,d3d2,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5
106,22361,g7d4,1-0,0,0,0,0,0,0,0,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5
107,22361,d6c6,1-0,0,0,0,0,0,0,0,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
108,22361,d4d2,1-0,0,0,0,0,0,0,0,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
43,22366,d1a1,0-1,5,0,0,-9,3,10,0,5,1,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,-1,0,0,9,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-1,-1,0,0,0,0,0,-5,-10,-5
44,22366,e4b4,0-1,-9,0,0,0,3,10,0,5,1,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,-1,0,0,9,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-1,-1,0,0,0,0,0,-5,-10,-5
106,22414,f6d8,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,10,0,0,0,0,0,-10,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,22414,a5a6,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,10,0,0,0,0,0,-10,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,22414,c4c5,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,10,0,0,0,0,0,0,0,-1,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,22414,b4b3,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,22414,d8b6,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,22633,b6h6,1-0,0,0,0,0,0,0,10,5,0,0,-9,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,5,0,0,0,0,0,-1,0,0,0,-5,0,0,-1,0,0,0,0,0,0,0,0,-10
67,22633,h8g8,1-0,0,0,0,0,0,0,10,5,0,0,-9,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,0,0,0,0,0,0,5,0,0,0,-5,0,0,-1,0,0,0,0,0,0,0,0,-10
68,22633,e5e6,1-0,0,0,0,0,0,0,10,5,0,0,-9,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,0,0,0,0,0,0,5,0,0,0,-5,0,0,-1,0,0,0,0,0,0,0,-10,0
65,22697,g6h6,0-1,0,0,0,0,-5,0,0,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-1,-1,0,0,0,-1,-3,0,0,0,0,0,0,0,-10,-5
66,22697,g5h5,0-1,0,0,0,0,-5,0,0,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-1,-1,0,0,0,-1,-3,0,0,0,0,0,0,0,-10,-5
67,22697,h6b6,0-1,0,0,0,0,-5,0,0,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-1,-1,0,0,0,-1,-3,0,0,0,0,0,0,0,-10,-5
57,22699,a5a2,0-1,5,10,0,5,0,0,0,0,1,0,1,0,0,0,9,1,0,1,-9,1,0,0,0,0,0,0,0,-1,0,0,0,0,-5,0,0,-1,-1,1,1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,-10,-5
58,22699,b1a2,0-1,5,10,0,5,0,0,0,0,-5,0,1,0,0,0,9,1,0,1,-9,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,-10,-5
59,22699,c5a5,0-1,5,0,0,5,0,0,0,0,10,0,1,0,0,0,9,1,0,1,-9,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,-10,-5
72,22885,d6e8,1-0,0,10,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-9,0,0,0,0,0,1,0,1,-3,0,-1,0,0,-1,0,0,0,-1,0,0,3,0,0,-1,-1,0,0,0,0,0,-1,-10,0,9,0,0,0,0,0,0,-5
