Move,game_id,next_move,result,a1,b1,c1,d1,e1,f1,g1,h1,a2,b2,c2,d2,e2,f2,g2,h2,a3,b3,c3,d3,e3,f3,g3,h3,a4,b4,c4,d4,e4,f4,g4,h4,a5,b5,c5,d5,e5,f5,g5,h5,a6,b6,c6,d6,e6,f6,g6,h6,a7,b7,c7,d7,e7,f7,g7,h7,a8,b8,c8,d8,e8,f8,g8,h8
110,4619,f4f5,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,3,0,0,0,0,0,0,0,0,0,5,-5,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0
111,4619,f8g7,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,3,0,0,0,0,0,0,0,0,0,0,-5,1,0,0,0,0,0,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0
112,4619,f5h5,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,3,0,0,0,0,0,0,0,0,0,0,-5,1,0,0,0,0,0,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0
113,4619,b3b2,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,3,0,0,0,0,0,0,0,0,0,0,-5,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0
114,4619,d3b2,1-0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,-5,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0
102,4696,g5g6,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0,-10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
103,4696,e6e7,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-10,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
104,4696,g6g7,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,3,0,0,-10,0,0,0,0,0,0,0,0,0,0,-5
105,4696,a7b7,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,-10,0,10,0,0,0,0,0,0,0,0,-5
106,4696,a6b7,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10,0,10,0,0,0,0,0,0,0,0,-5
82,4815,d4d5,0-1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-10,0,0,0,0,0,0,0,0
83,4815,g7g5,0-1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-10,0,0,0,0,0,0,0,0
84,4815,d5d6,0-1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,-1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0
85,4815,h4h3,0-1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0
51,5193,f7e8,1-0,5,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,1,3,0,1,0,0,0,1,0,1,0,0,0,-1,1,-1,0,-1,0,0,0,0,-1,0,-1,0,9,-1,-1,0,-3,-9,-10,-3,0,-5,0,0,0,0,-3,0,0
52,5193,h8g8,1-0,5,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,1,3,0,1,0,0,0,1,0,1,0,0,0,-1,1,-1,0,-1,0,0,0,0,-1,0,-1,0,9,-1,-1,0,-3,-9,0,-3,0,-5,0,0,0,-10,-3,0,0
67,5340,a8h8,0-1,0,0,0,0,0,0,0,5,1,1,0,0,0,1,10,0,0,0,0,9,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,-3,0,0,0,-3,0,-9,0,0,0,-1,-1,-1,0,0,0,-10,0,-5,0,0,0,0,0,0,-5
68,5340,h1h8,0-1,0,0,0,0,0,0,0,5,1,1,0,0,0,1,10,0,0,0,0,9,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,-3,0,0,0,-3,0,-9,0,0,0,-1,-1,-1,0,0,0,-10,0,0,0,0,0,0,0,0,-5
69,5340,g7h8,0-1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10,0,0,0,0,9,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,-3,0,0,0,-3,0,-9,0,0,0,-1,-1,-1,0,0,0,-10,0,0,0,0,0,0,0,0,5
70,5458,b7d8,1-0,0,0,0,0,0,0,10,5,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,-3,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,3,0,0,0,0,-1,-10,0,-3,0,0,0,0,0,-5
71,5458,b8c6,1-0,0,0,0,0,0,0,10,5,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,-3,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,-10,0,-3,0,3,0,0,0,-5
