Move,game_id,next_move,result,a1,b1,c1,d1,e1,f1,g1,h1,a2,b2,c2,d2,e2,f2,g2,h2,a3,b3,c3,d3,e3,f3,g3,h3,a4,b4,c4,d4,e4,f4,g4,h4,a5,b5,c5,d5,e5,f5,g5,h5,a6,b6,c6,d6,e6,f6,g6,h6,a7,b7,c7,d7,e7,f7,g7,h7,a8,b8,c8,d8,e8,f8,g8,h8
58,14804,g1h1,1-0,0,0,0,0,0,0,10,5,1,0,0,0,0,1,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-1,-1,0,0,5,0,-1,-1,0,0,0,0,0,0,0,-10,-5
59,14804,h4d4,1-0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-1,-1,0,0,5,0,-1,-1,0,0,0,0,0,0,0,-10,-5
60,14804,d7d4,1-0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,1,0,0,9,0,0,0,0,0,1,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-1,-1,0,0,5,0,-1,-1,0,0,0,0,0,0,0,-10,-5
74,14908,d4d2,1-0,0,0,0,0,0,0,0,5,0,1,0,0,-9,0,1,10,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,-3,9,0,-1,-10,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
75,14908,e2f3,1-0,0,0,0,0,0,0,0,5,0,1,0,0,-9,0,1,10,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,-3,9,0,-1,-10,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
76,14908,g2f3,1-0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,10,0,0,1,0,0,-9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,-3,9,0,-1,-10,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
124,15088,a4a7,0-1,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,-1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
125,15088,e8c8,0-1,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
126,15088,f5f6,0-1,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
127,15088,c3c2,0-1,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
128,15088,f6f7,0-1,5,0,0,0,0,0,0,0,0,0,-1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
129,15088,c2c1q,0-1,5,0,0,0,0,0,0,0,0,0,-1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,-5,0,0,0,0,0,0,0
25,15121,g4d1,0-1,5,3,3,3,0,0,0,10,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-3,0,-3,3,0,0,-3,0,-1,1,0,0,0,0,-3,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-5,0,0,0,0,0,-10,-5
114,15122,c8d8,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,-10,-1,0,0,3,0,1,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-5
115,15122,c4c3,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,-10,-1,0,0,3,0,1,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-5
116,15122,f4d3,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,10,0,0,-1,0,0,0,0,0,0,-10,0,0,0,3,0,1,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-5
117,15122,b4b3,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,10,0,0,-1,3,0,0,0,0,0,-10,0,0,0,0,0,1,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-5
118,15122,d3e5,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,10,0,-10,-1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-5
63,15222,h7g7,0-1,0,9,0,0,0,0,10,5,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-3,-1,0,0,0,0,0,-1,3,0,-10,0,-5,0,0,0,0,0,-5
64,15222,h5h7,0-1,0,9,0,0,0,0,10,5,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-3,-1,0,0,0,0,0,-1,3,-10,0,0,-5,0,0,0,0,0,-5
65,15222,f6h7,0-1,0,9,0,0,0,0,10,5,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-3,-1,0,0,0,0,0,-1,3,-10,0,0,-5,0,0,0,0,0,-5
67,15233,f8f2,0-1,0,0,0,0,0,10,0,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-3,0,0,3,0,1,-9,0,0,0,0,0,0,-1,0,0,0,1,0,0,9,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-5,0,-10
68,15233,f1g1,0-1,0,0,0,0,0,10,0,5,1,1,1,0,0,-5,0,0,0,0,0,0,0,0,-3,0,0,3,0,1,-9,0,0,0,0,0,0,-1,0,0,0,1,0,0,9,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-10
