Move,game_id,next_move,result,a1,b1,c1,d1,e1,f1,g1,h1,a2,b2,c2,d2,e2,f2,g2,h2,a3,b3,c3,d3,e3,f3,g3,h3,a4,b4,c4,d4,e4,f4,g4,h4,a5,b5,c5,d5,e5,f5,g5,h5,a6,b6,c6,d6,e6,f6,g6,h6,a7,b7,c7,d7,e7,f7,g7,h7,a8,b8,c8,d8,e8,f8,g8,h8
52,13846,g2h3,0-1,0,5,0,0,0,10,0,5,0,0,0,0,0,0,1,1,1,9,0,0,0,3,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,-1,0,0,-3,-1,-1,0,0,-3,-1,0,0,0,0,0,-5,0,-10,0,0
53,13846,d8d3,0-1,0,5,0,0,0,10,0,5,0,0,0,0,0,0,0,1,1,9,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,-1,0,0,-3,-1,-1,0,0,-3,-1,0,0,0,0,0,-5,0,-10,0,0
33,13982,f6e4,1-0,5,0,0,0,0,0,10,5,0,0,0,0,0,1,1,0,1,0,3,0,1,3,0,1,9,0,0,1,0,3,0,0,-1,0,1,-1,0,0,0,0,0,0,3,0,-1,-3,-3,0,-5,0,0,-3,-3,-1,-1,-1,0,0,-9,0,0,0,-10,-5
109,14004,e4e3,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
110,14004,h6h7,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
111,14004,e3e2,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0
112,14004,h7e7,0-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0
113,14004,d4e3,0-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
93,14006,g2f3,1-0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,-9,1,0,0,0,0,0,0,0,0,0,10,1,3,1,-10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
94,14006,h5f5,1-0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,-9,0,0,0,10,1,3,1,-10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
